cleaned_review,compound,sentiment
goodproduct described good use itgood pricethese super bright like since small size foldedeasy carry travel used poerbanki use sometimes night light charger facing ceiling wallloved itnice oneworthy product lowest pricegood lighting good quality,0.91,Positive
still using ordered long time back easy use installvalue moneynicei received used product first wrote comment proper quality check seal tamperedamazon job sent new product sealed unopenedproduct good charge device timethis parallel charging damage charger use neededa good car charger must product using past month charging phone car air pump working smoothly without issuesgoodgoodgood,0.6705,Positive
bahut achha product hai badhiya saund bluetooth connectivitybuild material plastic body however sound goodnicesound quality goodbattery performance goodit satisfactory bluetooth speaker perfect choice looking budget wireless speaker laptop mobile phone low volume issue need portable music device dont want shell lot money serf purpose well pricey saying thisfirst thing first got black one rest color way pricey choice color sacrificed case laptop phone volume low watching video listening music device good experience speaker served purpose connectivity excellent size speaker conveniently small lightweight battery backup damm awesome complete charge used speaker continuously hour volume still speaker left charge comment right charging time arrived charge topped full bluetooth connectivity exceptionally good upto mtrs reception average without connecting datacharging cable awesome cable connected four button function controlled button first button mode pressed switch bluetooth aux usbmemory card transition switching flawless volume updown key used change volume switch channel long press change volume short pressclick change channel change track via aux usefull feature speaker mic yes actually use speaker connected phone talk someone connectivity issue voice clarity good call made music clarity good read con quality plastic used seems good feel durablecons sound quality average voice call clarity good music dominant come music speaker struggle deliver quality people complaining review doesnot produce bass actually bass produced speaker deteriorates quality understandable product one tiny speaker inside manufacturer make produce bass definitely deteriorate music quality manageable adjust music equalizer laptop phone get pretty decent music quality reason dont consider music quality con product there one limitation charging connector come charging port compatible type connector charger data cable supporting type connector bound use charging cable supplied speaker keep one common cable charge phone speaker instead carry two different cable speaker come charger use mobile charger purpose price rage seems reasonableuseful tip buyer smart phone display battery percentage left speaker install two apps bluebatt bluetooth check ringtone show battery level playstore case phone unable fetch battery data speakerwhat get complete package unit bluetooth speaker cable aux connector usb connector type micro usb connector tiny user manualquality packaging excellent sturdy packaging used cloudtail secure company product packaging manufacturing date mayi like itportability bluetooth connection goodawesome,0.9952,Positive
pro really like stylus work fine using last two month excellent note taking tip quality good doesnt wearing extra tip provided provides function mentioned charge quickly response time really fastconsfew time automatically turned using big concern happens rarelynot professional sketching drawing clearly mentioned doesnt support pressure featuresconclusion price think best stylusi using ipad air didnt face issue till dont know helpful customer care support isso quality packaging product quality pretty good ive seen turn second couple time thats way ordered old ipad pro inch dont want buy new apple pencil full price somehow couldnt find right alternative gen apple pencil either found question answering work delivery found actually wont work magically right model stylus amazon home screen wanted return gon order new one kingone say work let seevery good product build quality aluminium feel premium working good well best note taking basic operation budget friendly full recharge completed min affordable price wish double tap gesture apple pencil genease use accurate good upto also look good feel good feel premium product price deserves stargood productwhile using automatically offs happen use worth buying expensive apple pencil,0.9938,Positive
always good correct delivery good service sound quality poor speaker fitted clear sound problemgood videogood vicepicture quality awesomegood priceokay product lag year use best get price tag come withi like itbest one come bugdet easy installation handy featuresgood,0.91,Positive
design keyboard mouse lenght wire shortvalue money worth goodnice productgood lightweight use ocassional gaming done uplifted key keep hand soft typingalthough quite cheap work nicely think look soft touch keyboard key feel lose needed hit little harder also enter key upside compared keyboard around result key second row instead first could irritating fast typing guysgo itvalue money,0.3744,Positive
headband really thin therefore start hurt min use wrapped napkin around extra cushion doesnt look good using outside wish comfort level betterexpected better product jbl bass quite low disturbance alsobest entry level headset better sound quality good cancel subtle noise turn noise people talking canceled muted sound good price range looking superior try buy sony xms wheb offer next headset buy cushion far small fully cover ear kinda rest ear edge kinda painful long usage sweating issue since headphone air hole provide air circulation ear charging time around hour battery life perfect like charge full use week without around hr daily usage final verdict bang buck buy xms good quality productvery good phone callsthe microphone excellent much better bluetooth earphonesthe audio clear shape earbuds fails direct audio reliably across different type ear sizesjbl tried replicating apple earbud shape fit ear snuglyfalls oftenits good quality product battery drain fastanc gimmick one bass poor dont buy need bass quality good look nice comfort wise clamping force bit tight like cozy feel good gym running sound isolation good earcups slightly small ear would keep touching edge ear may get used besides bass sound good battery life connectivity good boat better base comfort also fit loose fit tighteroverall good product month bluetooth working,0.6428,Positive
usable cleaning tech kitsgood product pricethe microfiber cloth perfect object clean laptop screen brush bit rough bristle kind fan cleaning need use finger put back original shape every hygienic havent used cleaning solution comment thatwell packaged product work greateverything nice brush value moneyeasy clean laptop even phone travelfriendly productsproduct good however cloth quality could better price bit costlyworthable,0.9754,Positive
updatei returned drive money reverted backseller cooperative reverted without hassle communicationabout brand sandisk xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxsandisk israeliamerican manufacturer flash memory product including memory card reader usb flash drive solid state drive february thirdlargest manufacturer flash memorysandisk founded eli harari sanjay mehrotra jack yuan sanjay mehrotra president ceoon may sandisk acquired hard drive manufacturer western digital billion dealwhy dual drive sandiskxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxbefore proceed musclemerits key feature device let quick look upon personal selection processdual drive apart need basic pen drive sufficient storage chose dual drive could work mobile device offload memory burden play stored medium instant whenever desire cross could gone basic pendrive usb otg adaptor cable realized today comfortseeking world who keep track tiny adaptor cable moreover take trouble every time fetch fit event sudden mood swing mobile medium requirement capacity seemed offer decent compromise storage price future proofing modern mobile camera photo video shot mostly high resolution larger size ensures wont empty sooner regular basissandisk recent year sandisk becoming western digital brand witnessed tremendous growth market capitalization quality brand image offer best value money deal average usagemoreover could find much reputed brand storage otg featurea note speed enthusiast though refrain version try designated speedier extreme version brand like transcend samsungabout productxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx device come title sandisk ultra dual drive newer version previous iteration need quote term ultra came quite surprise found nothing line common understanding ultra discus detail upcoming column speed microusb connector one end usb connector drive let move content easily android phone tablet micro usb port laptopsboth connector carved metal usb connector backwardcompatible usb port size size usb quite small good easy storage pocket might tedious find misplacedthe usb fare around inch perfect closed condition inch expanded usb end construction device plastic body overall construction drive average retractable plastic column seems weakest link would surely break accidentally step however actual drive storage portion built rigid plastic wont give easily usb port built metal quite relief fit finish equipped retractable mechanism small drive smooth use slidein single shot need getting used otg drive designed small hence odd way conserving sizethe usb port fit comfortably device pulling fairly easy storage format since previous fat version limitation file transfer size maximum single file ntfs compatible mac increasing file size fat format devised doesnt size limitation like fat yet compatible mac well drive fat ntfs format choose come fat default file allocation size increasing file allocation size may increase transfer speed little affect storage capacity little changing increased write speed mb mb thats relief anyonethe format would surely work well tv tablet mobile though check car audio head unit try change ntfs doesnt work speed demerit detail flagship gadget freak life preliminary purchase doubt regarding speed quoted fellow buyer speed mind primary motive many option dual otg device took leap faith went ahead purchasemy basic intent load bulk movie laptop watch mobile however transferring movie total size started showing minute kept getting higher felt like waiting forever happeneven single movie took minute sec stopwatch transfer write speed started mbsec went mbsec even older kingston elite gbthe write speed excess mbseci admit usb port laptop yet never used low speed ever tagline ultra mentioned speed mbsec suppose rated max speed usb port felt like dream beyond exaggerationfinally every passing minute became unbearable annoying even ntfs format speed samei never expected slow modern era thus finally decided return suppose get replacement reversali know readwrite speed depend upon lot factor including transferred file type format configuration drive configuration host destination device etcbenchmark crystal disk mark score file transfer size mb read mb write looked like mere consolation transfer samsung mobile tablet fastverdict yes friend review slow point unbearable absolutely right maybe san disk retag ultraslow storage total name plate rating actual allocated space usage around enough warranty product come year limited warranty one segment best offer price bought device buck reasonable given storage size dual drive brand image mrp pack printed buck tagged made malaysia bit fasterfinal verdictxxxxxxxxxxxxxxxxxxxxxall personal opinion given brand image ultratagline modern day technology advancement even try generous lenient upon transfer speed yet hard spare low read write rateseven routine task keep reminding compromise made full price could great allrounder device coupled good brand reputation sandisk year warranty speed bettercovered actual storage space heating mobile phone tight fitting mobile phone speed formatting file system value money free app company brand sellerabout company product seller sandisk ultra brand western digital company sell external harddisk storage device brand element portable year ago element portable drive priced less current day price sold cloudtail seller amazon sandisk drive sold appario retail seller amazon best price sandisk product india current seller lowest price authentic brand new product reason higher price brand capacity storage device may various import duty tax manufacturing cost higher demand brand etcreview sandisk ultra dual usb otg pen drive gold storage space external harddisk drive actual usable storage space less mentioned product others pen drive actual storage space available normal fraud fake advertisement fat file system also device us space functionality use linux laptop available storage space fat pen drive shown thats window calculates using ntfs file system heating even minute use touch feel metal part pen drive getting heated performance drive got affected heat heating happen external harddisks seems unique small pen drive various brand mobile phone pen drive work android phone redmi note running android including old android version well tight phone pen drive tight fit mobile phone tablet careful pulling damage phone also charging point phone feel phone tight pen drive best use phone data storage management value money even dont use pen drive mobile phone still best price pen drive usb backward compatible older usb port older laptop computer speed speed extremely good window laptop linux laptop android mobile phone file system formatting pen drive unless sure wont use pen drive particular device dont format pen drive change fat file systembut example decided wont use mobile phone tablet fitting tight dont want risk damage point primarily used charging ahead format pen drive laptop ntfs formatting see increase available storage space pen drive linux system file format better storage space window file system beware pen drive ntfs file system wont work mobile phone tablet laptop dont window operating system way format pen drive linux file system wont recognised window laptop android phone tablet etc like people using pen drive laptop device friend coworkers leave existing fat file system free app memory zone app android bundled free pen drive easy install doesnt take phone permission storage access useful app easy userinterface app take storage space android phone feature include cleaning junk file may otherwise know phone file manager app enable disable automatic backup pen drive add cloud storage google drive microsoft one drive add microsd card storage manage file one memory zone app restore backup copy move delete file well clean whatsapp related file see available storage space phone see data sorted photo video music document beware user memory zone app know agree term use include government agency request company information piracy illegal copy storage distribution movie music software book etc per dmca copyright law company provide user data government investigating agency protect intellectual property content ownersoverall best product market best price indian market feature offered company similar specsvalue money may desig improve sliding handlingit good compatibility storage data slow data transfer take much time moving copying filesgood qualitygood quality productpendrive quality aacchi par storage jagah milta kam milta par accha hai original pandrive good,0.9993,Positive
vfm indoor use living roombedrrom use clear view upto sqft roomsconfiguration pretty easy novice night mode good wellonly flaw feel head portion bulky resting stand heavy leading camera movement screwd downbest camera impressed video quality osome app lagsi like itit compact product fit almost anywhere drawback feature offer cloud based requires pay avail themfeatures like rich notification phone notification also contain screenshot motion detected included part free service least connected wifi free notification get alert date time motion detected need open app wait load knowing motion occuredai motion detection also locally available free feature instead relying cloud normal motion detection perfect false positivesalso web would nice instead relying tapo app view configure settingsoverall normal camera recording great feature provides requires paid cloud connectivity disappointing lack web hencei would recommend check brand deciding buy thisvery good small shop indoor house careit definitely new sealed product looked like returned product resold meit dusty inside original stickering worn etc product work ittapo cam good working expected card record upto day continue loop mode see person motion detection event,0.9946,Positive
goodgood product bluetooth coverage poor get disconnected oftengood product comfortable fitted properlyi writing review year got headphone almost month right ear piece charging well even keep office box hour hour like charging low full getting full product last year one year sound quality say good use attend call mic poor person really cant able hear properly also lot noisedescent product purchased product apr still using without issuesmy left side one working reset per manual still working plz help mei really like sound quality also less ear bud also bass quality good could bit better overall product awesome one honetslyfor music goodsize little bigger expectedcalling quality average,0.9509,Positive
work goodbought replace phillips trimmer old battery cellold trimmer battery lost torque would start without smacking handsoldering connection bit tricky got done sanding side surface new battery cellnew duracell one jobtrimmer work like supposed toits last minute easilycharges like supposed toi satisfied saved electronic device obsoleteif want performancemaybe get mah cellbut thats expensivemah enoughlong term performance seenused philip trimmer give backup daysreally amezimg performance expected much good long performance using diff company charger still battery fit well work month good performance good pricecharging godd battery lasting longer one charge show good battery life,0.969,Positive
connector provided boon old samsung lcd monitor proactively using monitor screen finishing product improved would better purchase optionsave purpose well without issue satisfiedworking finego itits work properly good product poor qualityi buy product many review product much clear get job done buy get display much clear still price good compare productsgoodit worked really well month started showing cheap chinese side display keep disconnecting randomly come back headache readwork external monitor since keep disconnecting external monitor reconnects,0.9442,Positive
overall goodtv picture smart bettersound low another brandservice provider refuse install bad service samsung calling time service provider meet home addresswhy bad badthey product come support stand wall hanging hook install tvpicture quality poor cablesfloor stand come buy seperately request amazon cleary mention add pay seperate charge installation guy buy floor mount good,-0.7003,Negative
liked product laptop perfectly workinggoodvery good mouse budget setupusefull gud qualitythe good thing mouse remove scrolling clip attached inside scrolling wheel wheel becomes smooth scrollthe best mouse quality per description totally worth best professional usage searching gaming also suitable dont dpi option advance gaming search something else may logitech best mouse dpi option else,0.981,Positive
watch good app bad google fit integration anything watch face barely customisable dont know used new noise fit prime app app glitchyif want watch calling otherwise dont hope make watch compatible actual noise appalso wrist awake work properlyon plus side good callingit great price range bought son happy pair phone make receive call nice great watch face step count look fairly accurate good buyjust work like smart watchits light weight added feature battery life max dayit drain phone charge rapidlynicelike muchnicecomfort nice see,0.9831,Positive
paper quality good worth buyingdelivery time perfect packagingevry thing perfectbut price could little lesser would cost around would perfect note book yeah price whatever premium ness top would say topi ordered physic note everything thing good didnt expected single metal bindingi ordered aesthetic study work mevery good qualitypaper somewhat thin compared notebook everything else greatquality classmate product always undisputedjust check discount purchase,0.9638,Positive
worked iphone didnt work iphone didnt like still use workproduct quite good fast chargingloved iti like look last longthe sturdiness depend manner use speed charging great good product average income groupits great charging device various type port work best charging one device timegood item,0.9482,Positive
still usingdealing amazon pleasant experience good delivered time proper condition packing good excellent seems sturdy enough room standardsized hard disc external ssd ideal type portable storage devicesperfectly fit hdd wire ample spce keep pen drive petite stuffits sturdy material also pretty goodcase overall good term quality look smart carrygood quality spacious actually hold two disk wirevalue money without confusion update review usesgood onelooks good quality also good,0.9867,Positive
better sound quality experience best mid range budsbass quality goodnoise cancelation also goodproduct nice sound quality gud call little bit problemgood sound quality bass great charge backup play hr morenot recommended call noise cancellationgreat product recommended buyingstands quality economyi like product really nicematerial used could improved bcz slide opening bud getting scratchesthe build quality sound goodnice product godd sound claritysound goodquality seems good issue post month purchase one side bud working please look,0.9814,Positive
review say volume low like pretty good small speaker quality volume good easy carry around people bought jbl hand upgradetion would highly recommend price high got offer point bluetooth connectivity fast reliable completely water proof comming end pretty much good speaker people budget pls try brandsi love jbl audio product used many like earphone headphone product brought official website time tried amazon still worth geniune seller thanks awesome sound expected clarity bass andvoice punch disturb hear noticed lite humms wen turn speaker without pairing noticablebass portable also connectivity fastcharged latejbl actually good sound quality much better according priceover good delivery aur packaging bhi bhot acha haibattery level indicator availablegood audio mic feature goodgood bluetooth speaker bit overpriced theyre significant upgrade original jbl sound quality fairly similar rather older speaker sometimes sound better,0.9948,Positive
signal unstable connect need bit adjustment unplugging moving wire get proper signal job want experiment hdmi wasnt sure would work otherwise good quality breaded cablegood productthe cable come box box shipped without packaging branding mentioned pay quality product expect certain quality still idea speed cable notgoodbought connect monitor cctv android quality pricei give reason amazon delivery super fast day delivery within hour delivery person good robust built quality look feel premium working excellent using lapptop big screen connectivity could see undistorted picture sound nicely worka word con feel little hard adjust bend per requirement less flexible may serious concernoverall nice experience fargood joblike,0.9648,Positive
edge may start gapping overall quality including touch sensitivity good price tagthe packaging nice microfibre cloth box though basic liked main product perfect size installation process quite simple tempered glass fingerprint catchy harsh lighting fingerprint could noticed easilyproduct otherwise good attracts much visible finger impression routine use clean handquite easy installvery easy even beginnersinstallation smooth installing screen responsive,0.9771,Positive
good gamepad couldve better ergonomics co grip start aching also come haptic vibration feedback great pricegamepad good working also good worth buyin term bulid quality plastic know beforehand there silicon grip patch nice gripfeel worn use youll left shiny slippery patchfeels sturdy inhand personally used play many game mostly fifa key stopped working certain time due silicon layer keyseven though wasnt using aggressively didnt last monthsi hoping better performance sadly wasnt case joystick gear precise trigger working month even many failed attempt calibratethis gamepad working good mobile otg one best affordable gamepad itliked itposting review hr usedfirst buy gamepad check experience amazing vibration light good build quality awesome better expect adjust vibration intensity depending game best racing sport kind game honestly fps shooting kind game keyboard mouse best feel gamethe reason used wired come good length enough enjoy game dint waste extra money remove wirenice consolegood product,0.9951,Positive
little small big hand best available marketgood product smaller regular onehello everyonei bought mouse april month use writing reviewbattery important one came single aasized battery clock battery worked april december month even though usage heavy hour average per day corporate job day hourslook amazing beautiful curve though battery closing pane could betterusb transmitter normal carried inside battery cavityswitch onoff switch handy need long nail switch onoff strong enough resist hard stroke force nailless fingersprecision laser precision mouse accurate laser invisible annoying light bottombuttons button produce slight noise click long usage left button shaking slightlyoverall rating main reason buy battery efficiency cost inr monthsits small trouble hand considerably smaller people fit nicely year old nephew mine complains work great far distance good sold slighly pricednice mouseeasy holdworking smooth fast response time goodgood durable productits great mouse price normal office use would much better silent clicksworking well far,0.9891,Positive
buck piece save cable worth hundred totally recommendi received applied iphone related cable connector specially apple accessory sturdy doesnt last long due breakage end point due wear tearthis seems good low cost investment protect cable break due usage weartear applied earphone also watching period time indeed increase cable lifetill feeling good useful productprice highyou thisit useful using durability cable goodvery good product definitely protect cableit doesnt really protect cable cable starting wear need use cable start wearing work cable thick enough overall good qualitygood,0.9844,Positive
router wont turn requested replacementupdate replacement router working fine judging condition box probably received refurbished item first time aroundgood product home useafter month working nice finegood compactthis router super easy install hang wall well come year warranty size router small despite give good signal adjacent roomgo good productworking good,0.7416,Positive
keyboard mouse good typing normal use comment battery life since ive used month sometimes mouse respond laptop got hot gaming hence using set gamingproduct good issue packingthe outer plastic bag fine amazon packing boxbrown brokenthe product box product fine mouse battery lid little bit loose otherwise goodproduct good got defective product first option replacement day product replaced overall product smooth easy useno cap lock light button must entering passwordsall good except tiny dongle loose many timesthe keyboard really good travel incredible especially youre coming ultrabook keyboardpackaging cover nothing box literally torn visible brown cardboard inside yikesgood,0.9382,Positive
price high given curved shape bench unable stand sturdy falling careful using laptopvalue moneyeasy folding convenient user working place little bit congested stability horrible though user friendly like productit good please sell spare part also like stand lock thingsi like,0.886,Positive
goodnice product handy travel purpose use officenicegood calculator think price high compared marketwriting review one month usage good quality worth money issue till date itit working finei like,0.743,Positive
saviour didnt want buy expensive stylus max dont work iphones precise get job done love itunexpectedly product work well buy spare disk missingthis item simple awesome price good without glitch worth buying price amazon offeringthough good tip stylus pen umbrella freeno handle grip toothere delay writing also get wrong color ordered bluse get graythis good digital pen digital art work smooth working technique using easilyworks perfectly samsung plus often use video editing think overpriced got including delivery charge cost max upto star cut overpricingit definitely worth money tho give scratch see tho fine price light weight,0.9609,Positive
using seperate mouse without cup holder itll give space otherwise fine even inch laptop strong sturdy everything perfect sturdiness color finishing height weight con little shaky use bedthe table lightweight less durable serf purposeits good product price dont expect muchproduct good price little higher quality product also logo amezon basicsits goodi think mobiletablet holder uselessmaterial good quality product worth money would nice lock mechanism stand doesnt tend close placed surface like bedthe table strong break easilybut leg stable keep laptop supported whole table fall sideways happened twice,0.9816,Positive
using connect type plantronic headphone dell laptop working finewe like product amazingsupport good charging speednicesmall yet good accessory car small size becomes part car interiorthere lag supplying power give ease connect phone usb type usb portif looking good converter itannoying advertisement asking give star rating packaging box productit helpful charging phone old car using old car usb port using power bank alsoi unused cable lightning port used ordered product turn miracle use unused cable product good product,0.9628,Positive
use writing message drawing con reflects light brightness less nothing visible light smooth easy use like price great erase different ink poor function would completed packageit might result adding additional material durability longetivity know penstrokes youll see little leaky thickerdisadvantagebuild quality poor light weight plastic finishingif child handle product carefullybrightness poorskin finger touch also writing lcdadvantageprice valuablelock button useful oneyou always trust amazon basic got yesterday quality feel gooduseful one kindergarten student,0.9153,Positive
quality material good fall break part easily overall easy use speed port fastmanufacturing quality quite poor even small movement cause second device get unplugged usb port strongits cheap multiple level first foremost money wise importantly quality wise used week casing came cant seem click back place worksfor time waiting die rupee else expectbuilt quality good sensitiveit tiny small enough clutter desk cord length nice usb port work well negative point glaring poor finish however price good buy damaged seems one used returned item,0.7972,Positive
really like product gifted sister like itgreat good productnice thik haiin price range productcolor nicei loved itneed feature,0.9079,Positive
dissapointed microphonedont buy calling purpose voice delivered properly hearing side best earphone local marketive looking good pair earphone type phone come without jack sadly pixel aunfortunately indian market doesnt much budget usb earphone extremely limited availability search gotten narrowed onepros work okayish price sound quality average call quality fairly good didnt much complaint side phone call tested riding bike also wind noise reportedly still job button work well havent noticed niggles thus farcons definitely recommended audiophiles there distinction high mids low sound quality get muffled volume raised bass good feel adequate get muddle volume raised pls make use app poweramp equaliser app case tweak setting get noticed bass mediocre performance mids high get slightly better tweaked app cause pain ear used continuoslyif looking decent budget usb earphone mainly calling one work well voice callsits goodmic properi think best type headphone price segment sound quality bass meterial quality little average blue definitely buy without second thoughtworked well first two month one side workingi bought use samsung plus headphone jack bluetooth earphone work bed side accidental touch pillow somewhere bought usbc wired headphone work tab good news audio quality average sound tinny like headphone maybe expected earphone cheap ended using often,0.9863,Positive
using mouse like month best mouse mouse basic gaming stuff like extra button dpi setting main thing software like customize much mouse rgb fully customizable set many macro revamp key also change dpi value feature usually come expensive gamming mouse good cheapthe design also good one thing note buying mouse big like big hand got small hand think twice doesnt affect much got hang like weekit doesnt come warranty thats con part everything goodreally would recommendthis mouse good gaming high dpi sensor mouse good drifting rgb goodi used mouse month still intact problem scroll wheel side buttonthe software provided redgear also great lot featuresi mostly used mouse fps game like csgo valorant overwatchbut side button also help building fortniteonly issue build quality party feel kinda loseits first gaming mouse damn good grip perfect dpi also good range shoud get rupee word excellent accuracy top notch feeling hande awesome feel big hand comfortable hold long time design goodnice mouse love decent mouse ecent priceif buying mouse exclusively gaming dont cause polling rate different let say cheap dell mouse see work exact polling rate mouse low want precise aiming competitive redeeming feature might look rgb look cool cant use one single color feel great hand thumb pull back lot press lower side button attributed long thumb cable braided there thatverdict great value get around considering look subtle featuresa fine mouse worth,0.9981,Positive
good beginner start work using one noise cancellation issue face using time connectivity problem also face coz jack working well sometime overall okay pricegood quality sound better phone microphone deep tone rather compressed sounding audio smartphone mic work nikon zgreat product beginnerslike product work good pricenice onesound good capture ambiance sound deduct ambiance soundi impressed productbest mic,0.9325,Positive
great watch good feature easy simple use watch face nice battery life decent last day sensor work well smooth control display bright issue watch came contact water started malfunctioning power button working bluetooth calling doesnt work battery get quickly drained despite bluetooth offi recently bought product happy worried advertised smart watch meet purpose descent size medium weight wear alwaysfew suggestion become better watchtouch response improved touch accuracy lessresolution still betterneed click button see time awake instead pressing button give touch awakecan provide option like finding phone finding smart watch product good worth moneythere bit snag wakeup mode moving handsit take time screen automatically overall good performancebattery backup good worst watch day come charge bought month back working fine call quality good dont expect great touch sensitivityfound good product finishing feature superthe product good good battery lifenice product touchscreen app could better,0.9947,Positive
nivevery good battery receivedlikegood product good sellerdurable lifegreat productand good packageno damagegoodvalue money delivered timely,0.8271,Positive
good quality product best suitable size good quality video camera like action camera didnt like seller packaging effort packing simply picked storage dropped amazon bag send deliveryit might damage product transportation irresponsible seller instantly look device damagebut working fine memory card good qualityif looking expand memory nintendi switch oled best cheap option available installation quite easyhighly recommendedwrite speed normal minimal level peak mobileupdatethe disappointing thing reed speed got upto mbps read wont go beyond mbps write speed sometimes peak mbps got memory card purpose read speed writing speedbecause wont use action camera dslr mobile need atleast mbps smooth performancei totally disappointed purpose satisfied according priceso conclusion looking memory card recording surely iti case purchasing seeing read speed also mobile wouldnt better optionexpensive productgoodnice memory cardthe delivered one mbps write property expecting mbps write propertygb storage answerit depends upon operating system phone take mbgbsome phone take mbgbexample phone show butsamsung show onlysum given manufacturerbut depends upon format phone reading capacity interms mbwhile,0.9499,Positive
good product quality decent problem facing incompatible tablet mobile phoneif compatible would great sometimes keep disconnecting device dont know device product anyways good product timesconnecting pin bit tight insert macbook getting brand made order work usb device access device time sure speed switchinf window quite okay browse file one pen drive connectedusb port somewhat easy plug connected laptop hard remove smoothlyserved purpose delivered marketedi bought overall build sturdy premium doubt functionality usb port side one usb front ssd gave ish mb readwriteseq port less random readwrite ssd gave ishmax mb readwriteseq porteven tho couldve provided highspeed portscord short price highbought use connecting mouse keyboard macbook using last month buying looked multiple product various price range finally chose product offer brand assurance way cheaper compared similar item reliable brand far working really well nice way use usba device macbook air cheap price,0.9536,Positive
speaker sound good feature also best problem battery backup normally acceptable pricesmall goodprice high product sound quality goodits like pocket dynamiteloud good bluetooth speaker tiny like big lemon bluetooth flaky work call bluetooth slightly cut audio oki suggest next model category good priceone best speaker ever bought look small size sound come clear good,0.9761,Positive
cover come good foam side enough protect laptop good say inch laptop dont know water resistance except goodaverage qualityproduct quality good value money packaging good folded packing see mark product added imagea bit bigger mac overall product goodprice around maxgood productbuilt quality product excellentlove quality overall look laptop sleeve got sleek minimalistic lookhas god soft side inside protects mac well,0.9643,Positive
really liked product expected really easy usei like price range combo connect phone laptop price rangecompatibilityvalue moneythis gadget recommend handy themcan used multiple device multiple connector really easy fasti got product delivered dec working fine expected thought best buy read micro card sdxc card alsoall type usb adapter present transfer data type deviceit work till dont know long lastvery easy handle,0.9717,Positive
non returnable using bandwidth control must price range model archer cgreat delivery amaozn easy setup extender signal also good great cover flat well signal break moving upstairs downstairs overall great purchase must buyneed little better customer supportgoodi expected much stronger signal meter away okay working expectedtp link good productgood productdecided buying router tplink day research reading review talking many people regarding different modelswas mbps connection netgear router since used suffice moderate usage till however increase number device like smart ipads laptop etc necessitated upgrade also considering current workfromhome scenario bound continue foreseeable future well internet usage stretched limit trusted netgear router simply couldnt match increased bandwidth demandto capitalise current situation current isp came interesting fibre broadband plan opted mbps connection turn needed new router utilize optimum potential finally zeroed tplink archer reading horror story available router also tempted buy considering there barely price difference came across review stated wifi entirely successfully implemented might prove hindrance use current range devicesorder delivered amazon within day full mark seamless delivery always prime truly booninstalled router today installation via tether app seamless isp guy helped pppoe signin process released mac bound old router whole process done min onlinethe dual band truly boon divided device home equally per usage router close unit connected also alternatively connected via ethernet cable casespeed testsstarted streaming content simultaneously device connected played seamlessly even device like mobile etc connectedhave attached picture reference sitting near router download speed mbps upload mbps speed tested bedroom wall download mbps upload mbps speed room router download mbps upload mbps quite surprising review mentioned mbps threshold used get maximum mbps download old speed test via ethernet cable provided thr box connected download mbps upload mbpscouldnt asked really seems totally idealbuild quality device decent antenna seem well enough job however would preferred placed like tplink model like archer would easier move preferred directionsthe led light little weirdly placed bright enough maybe used prominent light old router blinkandmiss sort bend little check case there issue one big element missing device usb port absolutely essential today age expected included price range wonder whats reason behind giving missi sealed extra lan port tape protect dust moisture good practice outer design router quite sophisticated stylish however little worried dust accumulating intricate design top portionfunctionally though seems real good offering tplink hope device life expectation coming day allinall seems worthy investment next year considering internet plan upgrade anyhope touched upon major point might help interested consumer making choice product recommended,0.9978,Positive
first used nonparker ink fountain pen hesitantly switched parker quink ink given cost many time higher regular ink worth every paisa quink ink clearly worth thick blue color giving superb contrast white paperbest productgoodnodislikei ink pot pilot andi thinking buy parker onerate high quantity lowthe quantity littlebest quality,0.8689,Positive
using past week complaint far really good give laptop proper ventilation breathe airniceat first reluctant stand good however using tell sure nice product really help correct posturegood companion laptop carry easily laptop bag anywhereif working neck pain laptop productnice product good built qualitycomparing metal stand stability good shaking holding heavy laptop mobile stand good stability laptop bestgood product,0.9535,Positive
using logitech couple year couple key started getting iffy spill accident overall positive impression logitechs performance compared experience similar dell decided try slightly cheaper compact mkwhile knew would compact fewer key feel highlight disadvantage see immediately especially user fullsize keyboard work refer image hand get used closer key also seem much less springy lower overall size also small place one lap type could wireless keyboard especially wfh big point much larger size dongle need removed stashed carefully home every time throw laptop bag meeting never simply kept dongle fixed forever laptop usb port dongle also slot inside mouse safekeeping neither mouse keyboard switch switch mouse take whereas take battery mouse shaped different lower arch wider may simply take adjusting feel little cheaperwhile real review provided much later seeing keysclicks perform long run one hope logitech taken care quality dont complaint far feel paying bit extra may suit many folk hope review help update later see find fundamental issue timeproduct good lagging muchnot enjoying satisfied productbad meit working fine till nowthe keyboard good pretty small compared regular keyboard work well key okexcellentgo fot good product handy connector little bit big sizeworks properlyinitially noticed lag looked onlineit seems usb receiver face interference another port next plugged devicei lag mouse keyboard action noticed usb receiver plugged next hdmi port also connected monitor switched usb receiver another usb port side laptop without neighboring port dont face lag nowtry use usb hub dont usb port away existing used portsbuild quality good battery cap little bit loose keyboard mouse totally fine,0.9852,Positive
